MemoryLimit,Tags,Text,Explanation,Title,TimeLimit,Catagory,SourceLimit,SubCatagory,Constraints 
256 MB,"Ad-Hoc,Basic Programming,Easy","marut loves good strings. according to him, good strings are those which contain either all alphabets ofuppercaseorlowercase.
while he is preparing for his exams, he finds many bad strings in his book and wants to convert them to good strings.
but he wants to do this in minimum number of operations.in one operation, he can pick only one character of any case and convert it 
to any other case.as his exams are going on, he wants your help.",,Marut and Strings,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,"constraints:1 ≤t≤ 10iftis not in this range, print ""invalid test"" (without the quotes)1 ≤ length ofs≤ 100scan contain numbers, special characters but no spaces.if the length of string is not in the above range or it does not containanyalphabets, print ""invalid input"" (without the quotes)for example, if the input is:0teststringprint ""invalid test"" (without the quotes)"
256 MB,"Ad-Hoc,Easy","on the way to dandi march, gandhijee carried a mirror with himself.when he reached dandi, he decided to play a game with the tired people to give them some strength.at each turn of the game he pointed out a person and told him to say a numbern(possibly huge) of his choice.the number was called lucky if that equals it'smirror image.","For 1st case, as clear from the image ""101"" and it's mirror image are identical. Hence, output ""YES"".
For 2nd case, ""020"" and it's mirror image are not identical. Hence output ""NO"".",Mirror of Mahatma Gandhi,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1 ≤t≤ 1000 ≤n≤ 10100image for sample test cases :
256 MB,"Basic Programming,Easy,Implementation","little ashish got a lot ofstringsas his birthday gift. he does not mind getting so many strings for free; in fact, he loves them. but, on noticing all the strings he received as a gift, little ashish, who's also a snob and a bitocdkind of a guy, realizes that he does not like the way in which the strings are arranged.he likes his strings sorted, in a different kind of a way. he wants his strings to be sorted based on the count of characters present in the string. for instance, if the string is: ""aaabbc"", then the desired string would be:cbbaaa. in case where the count of two characters is same, then the lexicographically smaller one will be printed first. for instance: ""aabbcc""then, the output will be: ""aabbcc"".",,Sorted String,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1&lt;=t&lt;=1001&lt;=|s|&lt;=100note:string contains only lowercase characters ['a' to 'z'].
256 MB,"Algorithms,Medium","given a stringsmade of lettersa,bandc, find the number of sub strings that do not contain all the lettersa,bandc. that is the number of sub strings that do not contain at least one of the lettersaorborc.note that the sub string should contain atleast one letter, that is it should not be empty string.",,Find the substrings,:3.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints1&lt;= |s| &lt;=10^6
256 MB,"Ad-Hoc,Algorithms,Medium","chandu and kundu are bored of dramatic games around. as they are very good friends and scholars they decided to discover a new game.in total they hadnnumber of marbles with value inscribed on each of them from1ton.chandu being from royal family has a treasure box. he emptied the box for the game to proceed.the game rule involved following operations :-operation c: chandu places a marble in the box. each different marble can move inside the box only once.-operation k: kundu removes last entered marble from the box and notes down it's value on a chart.they were deciding further rules when a third person mr. chirp comes as a spoiler of the game.
chirp gives them a numbernwhich is the maximum value inscribed among all marbles, and a sequencep.pcan possibly be empty. in that case, in input an empty line would be there.also, he added followingrestriction:- kundu can perform operationkto take out a marblemonly when all the marbles from values1tom-1have went in the box before.mr. chirp kept on chirping and told chandu and kundu to generate the sequence ofc's andk's for the chart to get filled by patternp.now, you have to help these kids before they jump out of their window in frustration.","For getting 6 on chart first we need six C Operations for 1,2,3,4,5 and 6 followed by one K operation for getting 6 out. Afterwards for 11 we perform five C operations for 7,8,9,10,11 followed by one K operation. And finally, for 8 we need four K operations for 10, 9, 8 respectively.",Don&#39;t Jump,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints :1 ≤ n ≤ 1050 ≤ len(p) ≤ 1001 ≤ p[i] ≤ n
256 MB,Medium,"palindrome is a string that reads the same backward as forward, e.g., madam.you are given a string whose length  is even, and each character of the string is either 'a', 'b' or '/' your task is to replace each occurrence of '/' in string with either 'a' or 'b' such that the string becomes a palindrome.you are also given two integers, acost and bcost. replacing '/' with 'a' costs acost, and replacing '/' with 'b' costs bcost.return the minimum cost of replacing '/' by 'a' and 'b' such that the string turns into a palindrome. if it is impossible to obtain a palindrome, return -1.",,The Cheapest Palindrome,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,"constraintsstring will contain between 1 and 10000 characters, inclusive.the length of string will be even.each character of the string will be either 'a' or 'b' or '/'.acost will be between 1 and 100, inclusive.bcost will be between 1 and 100, inclusive."
256 MB,"Ad-Hoc,Data Structures,Medium","sherlock and watson are playing swapping game. watson gives to sherlock a stringson which he has performedkswaps. you need to help sherlock in finding the original string.one swap on a string is performed in this way:assuming 1 indexing, thei'thletter from the end is inserted
   betweeni'thand(i+1)'thletter from the starting.for example, we have ""contest"". after one swap, it would change to ""ctosnet"".
check this image:","When swapping is done on ""hackerearth"" 3 times, it transforms to ""hrrkhceaate"".",Swapping Game,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1 ≤ k ≤ 1093 ≤ length(s) ≤ 1000all characters in s will be small english alphabets.
256 MB,"Algorithms,Data Structures,Medium","adriana was playing with the english alphabet. when she was done playing with the alphabet, she realised that she had jumbled up the positions of the letters. now, given a set of words, she wondered what would be the dictionary ordering of these words based on the new alphabet ordering which she made.in other words, given a permutation of the english alphabet, e and a set of words s, you need to output the lexicographical ordering of the words in the set s based on the new alphabet, e.",,Missing Alphabets,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints1 &lt;= t &lt;= 10001 &lt;= m &lt;= 1001 &lt;= |w|  &lt;= 50
2048 MB,Very-Easy,"beer found a list of string recently. a game came into his mind instantaneously. the game is as awkward as beer's name :d
the game is how many of the strings can be made using characters of beer's all time favorite string $$x$$",$$ab$$ can be made using letters of $$abcd$$ but $$ef$$ can't be made using letters of $$abcd$$,Beer And Strings,:0.5 sec,string-algorithm,100 KB,string-searching,constraints$$1 \le  |x| \le 10000000$$$$1 \le n \le 100000$$$$1 \le length$$ $$of$$ $$i^{th}$$ $$string$$ $$\le 100$$$$x$$ consist of lowercase alphabets onlynoteplease use fast i/o for this problem
256 MB,"Algorithms,Easy","it is raful's birthday, and his friends gave him $$n$$ strings of length $$m$$.
but he is not happy, because he wants only onebeautifulstring $$s$$.his friends are upset now. you, as the best programmer in lalalandia, decided to help them.the string $$s$$ is consideredbeautifulonly when the sum of the hamming distances between it and each of the $$n$$ strings isminimal. if there exist several such strings, print out the lexicographically smallest one.","In this sample, ""a"" is lexicographically minimal string among all valid answers.",Hamming,:2.0 sec,string-algorithm,1024 KB,string-searching,constraints:$$1 \le n * m \le 100000$$noteyou can learn more about hamming distance here:https://en.wikipedia.org/wiki/hamming_distance
